Country.Name,n_years,mean,var,std,se,ci_low,ci_high
Gabon,27,4.751518518518519,0.12552249002848995,0.3542915325385154,0.06818343722757231,4.617878981552477,4.885158055484561
Iceland,27,3.1117777777777778,0.2283537948717947,0.4778637827580101,0.09196492787043666,2.931526519151722,3.2920290364038336
Cyprus,27,7.168222222222222,0.7610257179487184,0.8723678799386865,0.16788727677166124,6.839163159749766,7.497281284694678
China,27,6251.696407407408,8259360.65047363,2873.91034141179,553.0843030803154,5167.65117336999,7335.741641444825
India,27,1396.8875185185186,370256.07081349,608.486705535536,117.10332107975007,1167.3650092022085,1626.4100278348287
United States,27,5648.154074074074,98927.23778630175,314.52700644984645,60.530750613742,5529.51380287114,5766.794345277008
