Country.Name,n_years,mean,var,std
Gabon,27,4.751518518518519,0.12552249002848995,0.3542915325385154
Iceland,27,3.1117777777777778,0.2283537948717947,0.4778637827580101
Cyprus,27,7.168222222222222,0.7610257179487184,0.8723678799386865
